key,mix_path,target_path,interferer_path,aux_path,est_path,sample_rate,num_samples,si_snr_mix,si_snr_est,si_snri,si_sdr_mix,si_sdr_est,si_sdri,error
1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0030__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0030__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0030__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0030__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0030__SIR0.wav,16000,83328,-0.0506214130311709,16.292550235388255,16.343171648419425,-0.0506214130311709,16.292550235388255,16.343171648419425,
1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__HSIMV2__4446-4446-2271-0016__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__HSIMV2__4446-4446-2271-0016__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__HSIMV2__4446-4446-2271-0016__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__HSIMV2__4446-4446-2271-0016__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/6829/68771/6829-68771-0029.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__HSIMV2__4446-4446-2271-0016__SIR0.wav,16000,98560,0.0148299896262377,17.666091962192297,17.651261972566058,0.0148299896262377,17.666091962192297,17.651261972566058,
1089-134686-0004_8463-294828-0016__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0014__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0004_8463-294828-0016__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0014__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0004_8463-294828-0016__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0014__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0004_8463-294828-0016__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0014__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0004_8463-294828-0016__T1__1089-1089-134686-0004__HSIMV2__8230-8230-279154-0014__SIR0.wav,16000,83328,0.0751560017987554,16.323923675226716,16.24876767342796,0.0751560017987554,16.323923675226716,16.24876767342796,
1089-134686-0004_8463-294828-0016__T2__8463-8463-294828-0016__HSIMV2__4992-4992-41797-0021__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0004_8463-294828-0016__T2__8463-8463-294828-0016__HSIMV2__4992-4992-41797-0021__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0004_8463-294828-0016__T2__8463-8463-294828-0016__HSIMV2__4992-4992-41797-0021__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0004_8463-294828-0016__T2__8463-8463-294828-0016__HSIMV2__4992-4992-41797-0021__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/8463/294828/8463-294828-0003.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0004_8463-294828-0016__T2__8463-8463-294828-0016__HSIMV2__4992-4992-41797-0021__SIR0.wav,16000,52608,0.0285906473799977,18.50719420460079,18.478603557220797,0.0285906473799977,18.50719420460079,18.478603557220797,
1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV2__8230-8230-279154-0040__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV2__8230-8230-279154-0040__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV2__8230-8230-279154-0040__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV2__8230-8230-279154-0040__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV2__8230-8230-279154-0040__SIR0.wav,16000,154112,0.0148698356992276,16.159785138850715,16.14491530315149,0.0148698356992276,16.159785138850715,16.14491530315149,
1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV2__61-61-70970-0020__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV2__61-61-70970-0020__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV2__61-61-70970-0020__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV2__61-61-70970-0020__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/7176/88083/7176-88083-0024.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV2__61-61-70970-0020__SIR0.wav,16000,80384,-0.171126665581994,-18.863220862427003,-18.69209419684501,-0.171126665581994,-18.863220862427003,-18.69209419684501,
1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0033__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0033__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0033__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0033__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0033__SIR0.wav,16000,168832,0.1002571068596194,16.838031182193888,16.73777407533427,0.1002571068596194,16.838031182193888,16.73777407533427,
1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV2__237-237-134500-0039__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV2__237-237-134500-0039__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV2__237-237-134500-0039__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV2__237-237-134500-0039__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1580/141083/1580-141083-0006.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV2__237-237-134500-0039__SIR0.wav,16000,52608,0.1039681572544944,20.5084477282881,20.404479571033605,0.1039681572544944,20.5084477282881,20.404479571033605,
1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0011__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0011__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0011__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0011__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV2__8230-8230-279154-0011__SIR0.wav,16000,99968,-0.2596190208364506,17.329391718412538,17.589010739248987,-0.2596190208364506,17.329391718412538,17.589010739248987,
1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV2__4992-4992-23283-0020__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV2__4992-4992-23283-0020__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV2__4992-4992-23283-0020__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV2__4992-4992-23283-0020__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/4446/2273/4446-2273-0008.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV2__4992-4992-23283-0020__SIR0.wav,16000,91392,0.096153878335837,-29.99096892742933,-30.08712280576517,0.096153878335837,-29.99096892742933,-30.08712280576517,
1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0041__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0041__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0041__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0041__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0041__SIR0.wav,16000,68352,0.0974664535669604,12.343800037691429,12.246333584124466,0.0974664535669604,12.343800037691429,12.246333584124466,
1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV2__2094-2094-142345-0050__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV2__2094-2094-142345-0050__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV2__2094-2094-142345-0050__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV2__2094-2094-142345-0050__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1995/1837/1995-1837-0025.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV2__2094-2094-142345-0050__SIR0.wav,16000,64640,-0.2778398501578045,16.026985655099942,16.304825505257746,-0.2778398501578045,16.026985655099942,16.304825505257746,
1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0022__SIR0,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/mix_clean/1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0022__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s1/1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0022__SIR0.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v2_sir0db/test/s2/1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0022__SIR0.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/real_tse_tfmap_context_20260607/bundles/tfmap_context_hsimv2_sir0db/full_infer/est_wavs/1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV2__8230-8230-279154-0022__SIR0.wav,16000,68352,0.2182885229986133,16.108575640543638,15.890287117545023,0.2182885229986133,16.108575640543638,15.890287117545023,
