key,mix_path,target_path,aux_path,est_path,sample_rate,num_samples,sisnr_mix,sisnr_est,sisnr_i
1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV3__8230-8230-279154-0026__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV3__8230-8230-279154-0026__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV3__8230-8230-279154-0026__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/pretrained_usef_tfgridnet_hard_simspk_v3_20260605/bundles/pretrained_usef_tfgridnet_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__HSIMV3__8230-8230-279154-0026__SIRm3.wav,8000,74368,-2.898899540046203,21.496961361978148,24.39586090202435
1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV3__61-61-70970-0024__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV3__61-61-70970-0024__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV3__61-61-70970-0024__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/7176/88083/7176-88083-0024.flac,/data/tse_cue_project/diagnostics/pretrained_usef_tfgridnet_hard_simspk_v3_20260605/bundles/pretrained_usef_tfgridnet_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__HSIMV3__61-61-70970-0024__SIRm3.wav,8000,57280,-2.988865558078208,18.36244708049272,21.351312638570924
1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/pretrained_usef_tfgridnet_hard_simspk_v3_20260605/bundles/pretrained_usef_tfgridnet_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIRm3.wav,8000,84416,-2.953030781125122,20.930414505362403,23.883445286487525
1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV3__237-237-134500-0003__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV3__237-237-134500-0003__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV3__237-237-134500-0003__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1580/141083/1580-141083-0006.flac,/data/tse_cue_project/diagnostics/pretrained_usef_tfgridnet_hard_simspk_v3_20260605/bundles/pretrained_usef_tfgridnet_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__HSIMV3__237-237-134500-0003__SIRm3.wav,8000,25344,-3.0604575213708047,20.372626943982294,23.433084465353097
1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/pretrained_usef_tfgridnet_hard_simspk_v3_20260605/bundles/pretrained_usef_tfgridnet_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__HSIMV3__8230-8230-279154-0016__SIRm3.wav,8000,84416,-2.953030781125122,20.93041454076264,23.88344532188776
1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV3__1284-1284-1180-0032__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV3__1284-1284-1180-0032__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV3__1284-1284-1180-0032__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/4446/2273/4446-2273-0008.flac,/data/tse_cue_project/diagnostics/pretrained_usef_tfgridnet_hard_simspk_v3_20260605/bundles/pretrained_usef_tfgridnet_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__HSIMV3__1284-1284-1180-0032__SIRm3.wav,8000,45696,-3.246076591978498,-39.00740165068867,-35.76132505871017
1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/pretrained_usef_tfgridnet_hard_simspk_v3_20260605/bundles/pretrained_usef_tfgridnet_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIRm3.wav,8000,34176,-3.1036063211694747,20.53561159590434,23.63921791707381
1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV3__2094-2094-142345-0057__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV3__2094-2094-142345-0057__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV3__2094-2094-142345-0057__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1995/1837/1995-1837-0025.flac,/data/tse_cue_project/diagnostics/pretrained_usef_tfgridnet_hard_simspk_v3_20260605/bundles/pretrained_usef_tfgridnet_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__HSIMV3__2094-2094-142345-0057__SIRm3.wav,8000,71616,-3.2686702872211155,16.06660573635124,19.335276023572355
1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/pretrained_usef_tfgridnet_hard_simspk_v3_20260605/bundles/pretrained_usef_tfgridnet_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIRm3.wav,8000,34176,-3.1036063211694747,20.53561150833866,23.639217829508137
1089-134686-0007_7021-85628-0018__T2__7021-7021-85628-0018__HSIMV3__5105-5105-28240-0024__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0007_7021-85628-0018__T2__7021-7021-85628-0018__HSIMV3__5105-5105-28240-0024__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0007_7021-85628-0018__T2__7021-7021-85628-0018__HSIMV3__5105-5105-28240-0024__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/7021/79740/7021-79740-0000.flac,/data/tse_cue_project/diagnostics/pretrained_usef_tfgridnet_hard_simspk_v3_20260605/bundles/pretrained_usef_tfgridnet_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0007_7021-85628-0018__T2__7021-7021-85628-0018__HSIMV3__5105-5105-28240-0024__SIRm3.wav,8000,65600,-2.935077159718413,17.745061959558708,20.68013911927712
1089-134686-0007_8455-210777-0052__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0007_8455-210777-0052__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0007_8455-210777-0052__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/pretrained_usef_tfgridnet_hard_simspk_v3_20260605/bundles/pretrained_usef_tfgridnet_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0007_8455-210777-0052__T1__1089-1089-134686-0007__HSIMV3__8230-8230-279154-0039__SIRm3.wav,8000,34176,-3.1036063211694747,20.53561143268993,23.639217753859405
1089-134686-0007_8455-210777-0052__T2__8455-8455-210777-0052__HSIMV3__1320-1320-122617-0014__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0007_8455-210777-0052__T2__8455-8455-210777-0052__HSIMV3__1320-1320-122617-0014__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0007_8455-210777-0052__T2__8455-8455-210777-0052__HSIMV3__1320-1320-122617-0014__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/8455/210777/8455-210777-0059.flac,/data/tse_cue_project/diagnostics/pretrained_usef_tfgridnet_hard_simspk_v3_20260605/bundles/pretrained_usef_tfgridnet_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0007_8455-210777-0052__T2__8455-8455-210777-0052__HSIMV3__1320-1320-122617-0014__SIRm3.wav,8000,39168,-3.1947793091875303,18.595902105831385,21.79068141501892
1089-134686-0008_672-122797-0007__T1__1089-1089-134686-0008__HSIMV3__8230-8230-279154-0022__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0008_672-122797-0007__T1__1089-1089-134686-0008__HSIMV3__8230-8230-279154-0022__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0008_672-122797-0007__T1__1089-1089-134686-0008__HSIMV3__8230-8230-279154-0022__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/1089/134686/1089-134686-0017.flac,/data/tse_cue_project/diagnostics/pretrained_usef_tfgridnet_hard_simspk_v3_20260605/bundles/pretrained_usef_tfgridnet_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0008_672-122797-0007__T1__1089-1089-134686-0008__HSIMV3__8230-8230-279154-0022__SIRm3.wav,8000,51520,-2.6748694663985297,18.85371907561284,21.52858854201137
1089-134686-0008_672-122797-0007__T2__672-672-122797-0007__HSIMV3__260-260-123288-0027__SIRm3,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/mix_clean/1089-134686-0008_672-122797-0007__T2__672-672-122797-0007__HSIMV3__260-260-123288-0027__SIRm3.wav,/data/tse_cue_project/datasets/librimix_similar_speaker_hard_v3_sirm3db/test/s1/1089-134686-0008_672-122797-0007__T2__672-672-122797-0007__HSIMV3__260-260-123288-0027__SIRm3.wav,/data/tse_cue_project/raw_data/LibriSpeech/test-clean/672/122797/672-122797-0044.flac,/data/tse_cue_project/diagnostics/pretrained_usef_tfgridnet_hard_simspk_v3_20260605/bundles/pretrained_usef_tfgridnet_hsimv3_sirm3db/full_infer/est_wavs/1089-134686-0008_672-122797-0007__T2__672-672-122797-0007__HSIMV3__260-260-123288-0027__SIRm3.wav,8000,50432,-3.428212290400253,14.317906513112238,17.74611880351249
