key,mix_path,target_path,interferer_path,aux_path,est_path,sample_rate,num_samples,si_snr_mix,si_snr_est,si_snri,si_sdr_mix,si_sdr_est,si_sdri,error,sisnr_i,sisnr_est
7021-79740-0009_8463-294828-0014__T2__SCV3FIX__VOICE-8463_CONTENT-7021-7021-79740-0009,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/7021-79740-0009_8463-294828-0014.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/7021-79740-0009_8463-294828-0014.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/7021-79740-0009_8463-294828-0014.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/7021-79740-0009_8463-294828-0014__T2__SCV3FIX__VOICE-8463_CONTENT-7021-7021-79740-0009.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_usef_scv3_quality/full_infer/est_wavs/7021-79740-0009_8463-294828-0014__T2__SCV3FIX__VOICE-8463_CONTENT-7021-7021-79740-0009.wav,16000,58112,-1.5288437684048295,12.12,13.65,-1.5288437684048295,12.12,13.65,,13.65,12.12
7021-85628-0005_1089-134691-0001__T2__SCV3FIX__VOICE-1089_CONTENT-7021-7021-85628-0005,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/7021-85628-0005_1089-134691-0001.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/7021-85628-0005_1089-134691-0001.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/7021-85628-0005_1089-134691-0001.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/7021-85628-0005_1089-134691-0001__T2__SCV3FIX__VOICE-1089_CONTENT-7021-7021-85628-0005.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_usef_scv3_quality/full_infer/est_wavs/7021-85628-0005_1089-134691-0001__T2__SCV3FIX__VOICE-1089_CONTENT-7021-7021-85628-0005.wav,16000,80128,5.957610027489184,-1.03,-6.98,5.957610027489184,-1.03,-6.98,,-6.98,-1.03
4970-29093-0002_6930-76324-0014__T1__SCV3FIX__VOICE-4970_CONTENT-6930-6930-76324-0014,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/4970-29093-0002_6930-76324-0014.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/4970-29093-0002_6930-76324-0014.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/4970-29093-0002_6930-76324-0014.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/4970-29093-0002_6930-76324-0014__T1__SCV3FIX__VOICE-4970_CONTENT-6930-6930-76324-0014.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_usef_scv3_quality/full_infer/est_wavs/4970-29093-0002_6930-76324-0014__T1__SCV3FIX__VOICE-4970_CONTENT-6930-6930-76324-0014.wav,16000,75520,3.724758780973919,-8.22,-11.95,3.724758780973919,-8.22,-11.95,,-11.95,-8.22
4992-41797-0006_6829-68771-0013__T1__SCV3FIX__VOICE-4992_CONTENT-6829-6829-68771-0013,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/4992-41797-0006_6829-68771-0013.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/4992-41797-0006_6829-68771-0013.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/4992-41797-0006_6829-68771-0013.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/4992-41797-0006_6829-68771-0013__T1__SCV3FIX__VOICE-4992_CONTENT-6829-6829-68771-0013.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_usef_scv3_quality/full_infer/est_wavs/4992-41797-0006_6829-68771-0013__T1__SCV3FIX__VOICE-4992_CONTENT-6829-6829-68771-0013.wav,16000,72704,0.5826760946664209,4.53,3.94,0.5826760946664209,4.53,3.94,,3.94,4.53
5683-32879-0003_5142-33396-0035__T2__SCV3FIX__VOICE-5142_CONTENT-5683-5683-32879-0003,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/5683-32879-0003_5142-33396-0035.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/5683-32879-0003_5142-33396-0035.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/5683-32879-0003_5142-33396-0035.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/5683-32879-0003_5142-33396-0035__T2__SCV3FIX__VOICE-5142_CONTENT-5683-5683-32879-0003.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_usef_scv3_quality/full_infer/est_wavs/5683-32879-0003_5142-33396-0035__T2__SCV3FIX__VOICE-5142_CONTENT-5683-5683-32879-0003.wav,16000,63104,-9.060949571816868,-20.02,-10.95,-9.060949571816868,-20.02,-10.95,,-10.95,-20.02
1580-141084-0031_61-70970-0023__T2__SCV3FIX__VOICE-61_CONTENT-1580-1580-141084-0031,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/1580-141084-0031_61-70970-0023.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/1580-141084-0031_61-70970-0023.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/1580-141084-0031_61-70970-0023.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/1580-141084-0031_61-70970-0023__T2__SCV3FIX__VOICE-61_CONTENT-1580-1580-141084-0031.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_usef_scv3_quality/full_infer/est_wavs/1580-141084-0031_61-70970-0023__T2__SCV3FIX__VOICE-61_CONTENT-1580-1580-141084-0031.wav,16000,59264,-1.381154484367166,11.25,12.63,-1.381154484367166,11.25,12.63,,12.63,11.25
6930-81414-0013_2830-3980-0047__T2__SCV3FIX__VOICE-2830_CONTENT-6930-6930-81414-0013,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/6930-81414-0013_2830-3980-0047.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/6930-81414-0013_2830-3980-0047.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/6930-81414-0013_2830-3980-0047.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/6930-81414-0013_2830-3980-0047__T2__SCV3FIX__VOICE-2830_CONTENT-6930-6930-81414-0013.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_usef_scv3_quality/full_infer/est_wavs/6930-81414-0013_2830-3980-0047__T2__SCV3FIX__VOICE-2830_CONTENT-6930-6930-81414-0013.wav,16000,117120,3.4947108899591326,11.65,8.16,3.4947108899591326,11.65,8.16,,8.16,11.65
2830-3980-0056_2961-961-0012__T2__SCV3FIX__VOICE-2961_CONTENT-2830-2830-3980-0056,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/2830-3980-0056_2961-961-0012.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/2830-3980-0056_2961-961-0012.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/2830-3980-0056_2961-961-0012.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/2830-3980-0056_2961-961-0012__T2__SCV3FIX__VOICE-2961_CONTENT-2830-2830-3980-0056.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_usef_scv3_quality/full_infer/est_wavs/2830-3980-0056_2961-961-0012__T2__SCV3FIX__VOICE-2961_CONTENT-2830-2830-3980-0056.wav,16000,85504,-0.4876574840775915,-8.03,-7.54,-0.4876574840775915,-8.03,-7.54,,-7.54,-8.03
8455-210777-0062_2830-3980-0018__T1__SCV3FIX__VOICE-8455_CONTENT-2830-2830-3980-0018,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/8455-210777-0062_2830-3980-0018.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/8455-210777-0062_2830-3980-0018.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/8455-210777-0062_2830-3980-0018.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/8455-210777-0062_2830-3980-0018__T1__SCV3FIX__VOICE-8455_CONTENT-2830-2830-3980-0018.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_usef_scv3_quality/full_infer/est_wavs/8455-210777-0062_2830-3980-0018__T1__SCV3FIX__VOICE-8455_CONTENT-2830-2830-3980-0018.wav,16000,48768,-2.531516242467358,-3.96,-1.43,-2.531516242467358,-3.96,-1.43,,-1.43,-3.96
672-122797-0027_3575-170457-0050__T2__SCV3FIX__VOICE-3575_CONTENT-672-672-122797-0027,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/672-122797-0027_3575-170457-0050.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/672-122797-0027_3575-170457-0050.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/672-122797-0027_3575-170457-0050.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/672-122797-0027_3575-170457-0050__T2__SCV3FIX__VOICE-3575_CONTENT-672-672-122797-0027.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_usef_scv3_quality/full_infer/est_wavs/672-122797-0027_3575-170457-0050__T2__SCV3FIX__VOICE-3575_CONTENT-672-672-122797-0027.wav,16000,76544,-2.0978443940692597,-25.77,-23.67,-2.0978443940692597,-25.77,-23.67,,-23.67,-25.77
8230-279154-0032_61-70968-0008__T2__SCV3FIX__VOICE-61_CONTENT-8230-8230-279154-0032,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/8230-279154-0032_61-70968-0008.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/8230-279154-0032_61-70968-0008.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/8230-279154-0032_61-70968-0008.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/8230-279154-0032_61-70968-0008__T2__SCV3FIX__VOICE-61_CONTENT-8230-8230-279154-0032.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_usef_scv3_quality/full_infer/est_wavs/8230-279154-0032_61-70968-0008__T2__SCV3FIX__VOICE-61_CONTENT-8230-8230-279154-0032.wav,16000,56448,-1.6064751020877968,-6.23,-4.63,-1.6064751020877968,-6.23,-4.63,,-4.63,-6.23
