key,mix_path,target_path,interferer_path,aux_path,est_path,sample_rate,num_samples,si_snr_mix,si_snr_est,si_snri,si_sdr_mix,si_sdr_est,si_sdri,error,sisnr_i,sisnr_est
4446-2275-0038_8230-279154-0033__T1__SCV3FIX__VOICE-4446_CONTENT-8230-8230-279154-0033,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/4446-2275-0038_8230-279154-0033.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/4446-2275-0038_8230-279154-0033.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/4446-2275-0038_8230-279154-0033.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/4446-2275-0038_8230-279154-0033__T1__SCV3FIX__VOICE-4446_CONTENT-8230-8230-279154-0033.wav,diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_tfmap_scv3_quality/full_infer/est_wavs/4446-2275-0038_8230-279154-0033__T1__SCV3FIX__VOICE-4446_CONTENT-8230-8230-279154-0033.wav,16000,72448,-6.732850979538193,-10.88,-4.15,-6.732850979538193,-10.88,-4.15,,-4.15,-10.88
61-70968-0017_8230-279154-0024__T1__SCV3FIX__VOICE-61_CONTENT-8230-8230-279154-0024,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/61-70968-0017_8230-279154-0024.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/61-70968-0017_8230-279154-0024.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/61-70968-0017_8230-279154-0024.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/61-70968-0017_8230-279154-0024__T1__SCV3FIX__VOICE-61_CONTENT-8230-8230-279154-0024.wav,diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_tfmap_scv3_quality/full_infer/est_wavs/61-70968-0017_8230-279154-0024__T1__SCV3FIX__VOICE-61_CONTENT-8230-8230-279154-0024.wav,16000,81664,1.8727735944424408,5.97,4.08,1.8727735944424408,5.97,4.08,,4.08,5.97
4992-41806-0003_8555-284447-0020__T2__SCV3FIX__VOICE-8555_CONTENT-4992-4992-41806-0003,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/4992-41806-0003_8555-284447-0020.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/4992-41806-0003_8555-284447-0020.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/4992-41806-0003_8555-284447-0020.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/4992-41806-0003_8555-284447-0020__T2__SCV3FIX__VOICE-8555_CONTENT-4992-4992-41806-0003.wav,diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_tfmap_scv3_quality/full_infer/est_wavs/4992-41806-0003_8555-284447-0020__T2__SCV3FIX__VOICE-8555_CONTENT-4992-4992-41806-0003.wav,16000,65408,5.555678829241771,-16.91,-22.47,5.555678829241771,-16.91,-22.47,,-22.47,-16.91
1188-133604-0003_672-122797-0056__T2__SCV3FIX__VOICE-672_CONTENT-1188-1188-133604-0003,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/1188-133604-0003_672-122797-0056.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/1188-133604-0003_672-122797-0056.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/1188-133604-0003_672-122797-0056.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/1188-133604-0003_672-122797-0056__T2__SCV3FIX__VOICE-672_CONTENT-1188-1188-133604-0003.wav,diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_tfmap_scv3_quality/full_infer/est_wavs/1188-133604-0003_672-122797-0056__T2__SCV3FIX__VOICE-672_CONTENT-1188-1188-133604-0003.wav,16000,83584,-2.136414233653836,3.56,5.69,-2.136414233653836,3.56,5.69,,5.69,3.56
7021-79740-0009_8463-294828-0014__T2__SCV3FIX__VOICE-8463_CONTENT-7021-7021-79740-0009,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/7021-79740-0009_8463-294828-0014.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/7021-79740-0009_8463-294828-0014.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/7021-79740-0009_8463-294828-0014.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/7021-79740-0009_8463-294828-0014__T2__SCV3FIX__VOICE-8463_CONTENT-7021-7021-79740-0009.wav,diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_tfmap_scv3_quality/full_infer/est_wavs/7021-79740-0009_8463-294828-0014__T2__SCV3FIX__VOICE-8463_CONTENT-7021-7021-79740-0009.wav,16000,58112,-1.5288437684048295,12.74,14.27,-1.5288437684048295,12.74,14.27,,14.27,12.74
7021-85628-0005_1089-134691-0001__T2__SCV3FIX__VOICE-1089_CONTENT-7021-7021-85628-0005,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/7021-85628-0005_1089-134691-0001.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/7021-85628-0005_1089-134691-0001.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/7021-85628-0005_1089-134691-0001.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/7021-85628-0005_1089-134691-0001__T2__SCV3FIX__VOICE-1089_CONTENT-7021-7021-85628-0005.wav,diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_tfmap_scv3_quality/full_infer/est_wavs/7021-85628-0005_1089-134691-0001__T2__SCV3FIX__VOICE-1089_CONTENT-7021-7021-85628-0005.wav,16000,80128,5.957610027489184,-4.34,-10.29,5.957610027489184,-4.34,-10.29,,-10.29,-4.34
4970-29093-0002_6930-76324-0014__T1__SCV3FIX__VOICE-4970_CONTENT-6930-6930-76324-0014,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/4970-29093-0002_6930-76324-0014.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/4970-29093-0002_6930-76324-0014.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/4970-29093-0002_6930-76324-0014.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/4970-29093-0002_6930-76324-0014__T1__SCV3FIX__VOICE-4970_CONTENT-6930-6930-76324-0014.wav,diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_tfmap_scv3_quality/full_infer/est_wavs/4970-29093-0002_6930-76324-0014__T1__SCV3FIX__VOICE-4970_CONTENT-6930-6930-76324-0014.wav,16000,75520,3.724758780973919,-1.78,-5.51,3.724758780973919,-1.78,-5.51,,-5.51,-1.78
4992-41797-0006_6829-68771-0013__T1__SCV3FIX__VOICE-4992_CONTENT-6829-6829-68771-0013,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/4992-41797-0006_6829-68771-0013.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/4992-41797-0006_6829-68771-0013.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/4992-41797-0006_6829-68771-0013.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/4992-41797-0006_6829-68771-0013__T1__SCV3FIX__VOICE-4992_CONTENT-6829-6829-68771-0013.wav,diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_tfmap_scv3_quality/full_infer/est_wavs/4992-41797-0006_6829-68771-0013__T1__SCV3FIX__VOICE-4992_CONTENT-6829-6829-68771-0013.wav,16000,72704,0.5826760946664209,8.78,8.19,0.5826760946664209,8.78,8.19,,8.19,8.78
5683-32879-0003_5142-33396-0035__T2__SCV3FIX__VOICE-5142_CONTENT-5683-5683-32879-0003,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/5683-32879-0003_5142-33396-0035.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/5683-32879-0003_5142-33396-0035.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/5683-32879-0003_5142-33396-0035.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/5683-32879-0003_5142-33396-0035__T2__SCV3FIX__VOICE-5142_CONTENT-5683-5683-32879-0003.wav,diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_tfmap_scv3_quality/full_infer/est_wavs/5683-32879-0003_5142-33396-0035__T2__SCV3FIX__VOICE-5142_CONTENT-5683-5683-32879-0003.wav,16000,63104,-9.060949571816868,-28.94,-19.88,-9.060949571816868,-28.94,-19.88,,-19.88,-28.94
1580-141084-0031_61-70970-0023__T2__SCV3FIX__VOICE-61_CONTENT-1580-1580-141084-0031,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/1580-141084-0031_61-70970-0023.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/1580-141084-0031_61-70970-0023.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/1580-141084-0031_61-70970-0023.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/1580-141084-0031_61-70970-0023__T2__SCV3FIX__VOICE-61_CONTENT-1580-1580-141084-0031.wav,diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_tfmap_scv3_quality/full_infer/est_wavs/1580-141084-0031_61-70970-0023__T2__SCV3FIX__VOICE-61_CONTENT-1580-1580-141084-0031.wav,16000,59264,-1.381154484367166,11.54,12.92,-1.381154484367166,11.54,12.92,,12.92,11.54
6930-81414-0013_2830-3980-0047__T2__SCV3FIX__VOICE-2830_CONTENT-6930-6930-81414-0013,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/6930-81414-0013_2830-3980-0047.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/6930-81414-0013_2830-3980-0047.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/6930-81414-0013_2830-3980-0047.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/6930-81414-0013_2830-3980-0047__T2__SCV3FIX__VOICE-2830_CONTENT-6930-6930-81414-0013.wav,diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_tfmap_scv3_quality/full_infer/est_wavs/6930-81414-0013_2830-3980-0047__T2__SCV3FIX__VOICE-2830_CONTENT-6930-6930-81414-0013.wav,16000,117120,3.4947108899591326,11.03,7.53,3.4947108899591326,11.03,7.53,,7.53,11.03
2830-3980-0056_2961-961-0012__T2__SCV3FIX__VOICE-2961_CONTENT-2830-2830-3980-0056,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/2830-3980-0056_2961-961-0012.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/2830-3980-0056_2961-961-0012.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/2830-3980-0056_2961-961-0012.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/2830-3980-0056_2961-961-0012__T2__SCV3FIX__VOICE-2961_CONTENT-2830-2830-3980-0056.wav,diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_tfmap_scv3_quality/full_infer/est_wavs/2830-3980-0056_2961-961-0012__T2__SCV3FIX__VOICE-2961_CONTENT-2830-2830-3980-0056.wav,16000,85504,-0.4876574840775915,12.75,13.24,-0.4876574840775915,12.75,13.24,,13.24,12.75
8455-210777-0062_2830-3980-0018__T1__SCV3FIX__VOICE-8455_CONTENT-2830-2830-3980-0018,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/8455-210777-0062_2830-3980-0018.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/8455-210777-0062_2830-3980-0018.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/8455-210777-0062_2830-3980-0018.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/8455-210777-0062_2830-3980-0018__T1__SCV3FIX__VOICE-8455_CONTENT-2830-2830-3980-0018.wav,diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_tfmap_scv3_quality/full_infer/est_wavs/8455-210777-0062_2830-3980-0018__T1__SCV3FIX__VOICE-8455_CONTENT-2830-2830-3980-0018.wav,16000,48768,-2.531516242467358,-4.49,-1.96,-2.531516242467358,-4.49,-1.96,,-1.96,-4.49
672-122797-0027_3575-170457-0050__T2__SCV3FIX__VOICE-3575_CONTENT-672-672-122797-0027,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/672-122797-0027_3575-170457-0050.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/672-122797-0027_3575-170457-0050.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/672-122797-0027_3575-170457-0050.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/672-122797-0027_3575-170457-0050__T2__SCV3FIX__VOICE-3575_CONTENT-672-672-122797-0027.wav,diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_tfmap_scv3_quality/full_infer/est_wavs/672-122797-0027_3575-170457-0050__T2__SCV3FIX__VOICE-3575_CONTENT-672-672-122797-0027.wav,16000,76544,-2.0978443940692597,-16.82,-14.72,-2.0978443940692597,-16.82,-14.72,,-14.72,-16.82
8230-279154-0032_61-70968-0008__T2__SCV3FIX__VOICE-61_CONTENT-8230-8230-279154-0032,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/mix_clean/8230-279154-0032_61-70968-0008.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s2/8230-279154-0032_61-70968-0008.wav,/data/tse_cue_project/datasets/Libri2Mix_basic_clean/wav16k/min/test/s1/8230-279154-0032_61-70968-0008.wav,/data/tse_cue_project/diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/quality_first_scv3_content/final_enrollment/8230-279154-0032_61-70968-0008__T2__SCV3FIX__VOICE-61_CONTENT-8230-8230-279154-0032.wav,diagnostics/similar_content_v3_quality_first_full_pipeline_20260609/bundles/bsrnn_tfmap_scv3_quality/full_infer/est_wavs/8230-279154-0032_61-70968-0008__T2__SCV3FIX__VOICE-61_CONTENT-8230-8230-279154-0032.wav,16000,56448,-1.6064751020877968,-1.5,0.11,-1.6064751020877968,-1.5,0.11,,0.11,-1.5
